"001902001","001902",76,171,224,154,400,39,800,354,44,15.4,24.3,18.5,15,73,.,24,200,12,173,53,35,"CAYUGA H S","REGION 07: KILGORE","001","CAYUGA ISD","07","ANDERSON","09","12","S","09 - 12",1,0.6,30.6,20.2,0," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",0,60,17,30,60,"M","Y","Y","Y","Y","1","0","0","0","0","0","0"
"001902041","001902",81,313,388,215,800,27,1000,394,39,45.5,.,.,.,46,.,16,131,12.2,136,46,16,"CAYUGA MIDDLE","REGION 07: KILGORE","001","CAYUGA ISD","07","ANDERSON","06","08","M","06 - 08",0,0,33.8,11.8,0," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",0,60,30,26,13,"M","Y","N","Y","Y","0","0","1","0","0","0","0"
"001902103","001902",81,246,303,202,400,51,800,332,42,47.5,.,.,.,48,.,41,245,16.7,267,93,31,"CAYUGA EL","REGION 07: KILGORE","001","CAYUGA ISD","07","ANDERSON","EE","05","E","EE - 05",2,0.7,34.8,11.6,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,32,28,12,"M","Y","Y","Y","Y","1","0","1","0","0"," ","0"
"001903001","001903",83,422,508,100,400,25,800,368,46,13.8,24.6,21.2,13.3,73,.,60,399,15,394,182,43,"ELKHART H S","REGION 07: KILGORE","001","ELKHART ISD","07","ANDERSON","09","12","S","09 - 12",0,0,46.2,10.9,0," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",0,60,17,30,60,"M","Y","Y","Y","Y","0","0","1","0","1","0","0"
"001903041","001903",79,673,852,373,1000,37,1000,409,41,42.7,.,.,.,43,.,47,329,14.3,294,147,34,"ELKHART MIDDLE","REGION 07: KILGORE","001","ELKHART ISD","07","ANDERSON","06","08","M","06 - 08",0,0,50,11.6,0," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",0,60,30,26,13,"M","Y","Y","Y","Y","0","0","0","0","1","1","0"
"001903101","001903",.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,26,189,13.8,337,213,33,"ELKHART EL","REGION 07: KILGORE","001","ELKHART ISD","07","ANDERSON","EE","02","E","EE - 02",12,3.6,63.2,9.8,.," ","N","N","N","N","N","N","N","Y","N","N","N","001903102","ELKHART INT",.,.,.,.,.,"M","P","P","P","P"," "," "," "," "," "," "," "
"001903102","001903",85,517,608,405,800,51,1200,604,50,51.3,.,.,.,51,.,47,276,17,242,131,29,"ELKHART INT","REGION 07: KILGORE","001","ELKHART ISD","07","ANDERSON","03","05","E","03 - 05",7,2.9,54.1,12,.," ","N","N","N","N","N","N","N","N","N","Y","N"," "," ",.,60,32,28,12,"M","Y","Y","Y","Y","1","1","0","1","0"," ","1"
"001904001","001904",88,297,336,177,400,44,800,394,49,17.8,25,21.2,24.3,88,.,35,254,13.8,254,115,25,"FRANKSTON H S","REGION 07: KILGORE","001","FRANKSTON ISD","07","ANDERSON","09","12","S","09 - 12",4,1.6,45.3,9.8,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,17,30,60,"M","Y","Y","Y","Y","1","0","0","0","0","0","1"
"001904041","001904",83,436,523,392,1000,39,1000,402,40,45.5,.,.,.,46,.,33,194,17,198,100,18,"FRANKSTON MIDDLE","REGION 07: KILGORE","001","FRANKSTON ISD","07","ANDERSON","06","08","M","06 - 08",2,1,50.5,9.1,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,30,26,13,"M","Y","Y","Y","Y","1","0","1","1","0","0","0"
"001904102","001904",84,387,461,464,800,58,800,392,49,48.5,.,.,.,49,.,57,363,15.7,394,231,32,"FRANKSTON EL","REGION 07: KILGORE","001","FRANKSTON ISD","07","ANDERSON","EE","05","E","EE - 05",12,3,58.6,8.1,.," ","N","N","N","N","N","N","N","N","N","N","N"," "," ",.,60,32,28,12,"M","Y","Y","Y","Y","1","1","1","0","0"," ","1"
