campus_id|campus_name|district_name|rating|i1_target|i1_score|i2_target|i2_score|i3_target|i3_score|i4_target|i4_score|year
001902001|CAYUGA H S|CAYUGA ISD|M|50|88|17|31|55|85|75|88|2013
001902041|CAYUGA MIDDLE|CAYUGA ISD|M|50|85|29|31|55|76|75|.|2013
001902103|CAYUGA EL|CAYUGA ISD|M|50|89|30|45|55|85|75|.|2013
001903001|ELKHART H S|ELKHART ISD|M|50|83|17|29|55|74|75|86|2013
001903041|ELKHART MIDDLE|ELKHART ISD|M|50|77|29|36|55|66|75|.|2013
001903101|ELKHART EL|ELKHART ISD|M|.|.|30|.|.|.|.|.|2013
001903102|ELKHART INT|ELKHART ISD|M|50|85|30|51|55|85|75|.|2013
001904001|FRANKSTON H S|FRANKSTON ISD|M|50|80|17|26|55|73|75|96|2013
001904041|FRANKSTON MIDDLE|FRANKSTON ISD|M|50|80|29|33|55|67|75|.|2013
001904102|FRANKSTON EL|FRANKSTON ISD|M|50|83|30|50|55|78|75|.|2013
001906002|NECHES H S|NECHES ISD|M|50|84|17|23|55|78|75|89|2013
001906102|NECHES EL|NECHES ISD|M|50|89|30|42|55|78|75|.|2013
001907001|PALESTINE H S|PALESTINE ISD|M|50|67|17|21|55|63|75|92|2013
001907041|PALESTINE MIDDLE|PALESTINE ISD|M|50|74|29|39|55|69|75|.|2013
001907101|NORTHSIDE PRI|PALESTINE ISD|M|.|.|30|.|.|.|.|.|2013
001907102|WASHINGTON EARLY CHILDHOOD CENTER|PALESTINE ISD|M|.|.|30|.|.|.|.|.|2013
001907107|SOUTHSIDE EL|PALESTINE ISD|M|50|70|30|.|55|71|75|.|2013
001907110|STORY INT|PALESTINE ISD|M|50|67|30|36|55|62|75|.|2013
001908002|WESTWOOD H S|WESTWOOD ISD|M|50|78|17|19|55|73|75|87|2013
001908041|WESTWOOD J H|WESTWOOD ISD|M|50|75|29|34|55|74|75|.|2013
001908101|WESTWOOD EL|WESTWOOD ISD|M|50|65|30|33|55|63|75|.|2013
001908102|WESTWOOD PRI|WESTWOOD ISD|M|.|.|30|.|.|.|.|.|2013
001909001|SLOCUM H S|SLOCUM ISD|M|50|85|17|33|55|82|75|83|2013
001909101|SLOCUM EL|SLOCUM ISD|M|50|73|30|47|55|72|75|.|2013
002901001|ANDREWS H S|ANDREWS ISD|M|50|69|17|20|55|62|75|93|2013
002901002|ANDREWS EDUCATION CENTER|ANDREWS ISD|A|25|64|9|.|30|.|45|100|2013
002901041|ANDREWS MIDDLE|ANDREWS ISD|M|50|69|29|30|55|62|75|.|2013
002901101|DEVONIAN EL|ANDREWS ISD|M|50|68|30|.|55|64|75|.|2013
002901104|UNDERWOOD EL|ANDREWS ISD|M|50|68|30|31|55|68|75|.|2013
002901105|CLEARFORK EL|ANDREWS ISD|M|.|.|30|.|.|.|.|.|2013
003801001|PINEYWOODS COMMUNITY ACADEMY H S|PINEYWOODS COMMUNITY ACADEMY|M|50|80|17|29|55|69|75|87|2013
003801103|PINEYWOODS COMMUNITY ACADEMY EL|PINEYWOODS COMMUNITY ACADEMY|M|50|72|30|49|55|60|75|.|2013
003902001|HUDSON H S|HUDSON ISD|M|50|87|17|23|55|79|75|92|2013
003902004|STUBBLEFIELD LRN CTR|HUDSON ISD|Z|25|.|9|.|30|.|45|90|2013
003902041|HUDSON MIDDLE|HUDSON ISD|M|50|86|29|43|55|80|75|.|2013
003902101|W F PEAVY PRIMARY|HUDSON ISD|M|.|.|30|.|.|.|.|.|2013
003902102|W H BONNER EL|HUDSON ISD|M|50|84|30|44|55|80|75|.|2013
003903001|LUFKIN H S|LUFKIN ISD|M|50|80|17|29|55|76|75|86|2013
003903004|STUBBLEFIELD LRN CTR|LUFKIN ISD|A|25|82|9|.|30|.|45|96|2013
003903044|LUFKIN MIDDLE|LUFKIN ISD|M|50|80|29|37|55|75|75|.|2013
003903120|ANDERSON EL|LUFKIN ISD|M|50|81|30|52|55|77|75|.|2013
003903121|BRANDON EL|LUFKIN ISD|M|50|75|30|43|55|63|75|.|2013
003903122|BROOKHOLLOW EL|LUFKIN ISD|M|50|74|30|52|55|71|75|.|2013
003903123|COSTON EL|LUFKIN ISD|M|50|52|30|49|55|62|75|.|2013
003903124|DUNBAR PRI|LUFKIN ISD|M|.|.|30|.|.|.|.|.|2013
003903125|GARRETT PRI|LUFKIN ISD|M|.|.|30|.|.|.|.|.|2013
003903126|HACKNEY PRI|LUFKIN ISD|M|.|.|30|.|.|.|.|.|2013
003903127|HERTY PRI|LUFKIN ISD|M|.|.|30|.|.|.|.|.|2013
003903128|KURTH PRI|LUFKIN ISD|M|.|.|30|.|.|.|.|.|2013
003903129|SLACK EL|LUFKIN ISD|M|50|69|30|37|55|71|75|.|2013
003903130|TROUT PRI|LUFKIN ISD|M|.|.|30|.|.|.|.|.|2013
003903131|BURLEY PRI|LUFKIN ISD|M|.|.|30|.|.|.|.|.|2013
003903140|STATE SCHOOL|LUFKIN ISD|X|50|36|.|.|55|.|75|.|2013
003903201|JUVENILE DETENT CTR|LUFKIN ISD|Z|50|.|17|.|55|.|75|47|2013
003904001|HUNTINGTON H S|HUNTINGTON ISD|M|50|77|17|22|55|71|75|83|2013
003904005|PRIDE ALTER SCH|HUNTINGTON ISD|A|25|55|9|.|30|.|45|100|2013
003904041|HUNTINGTON MIDDLE|HUNTINGTON ISD|M|50|74|29|39|55|66|75|.|2013
003904101|HUNTINGTON EL|HUNTINGTON ISD|M|50|68|30|.|55|65|75|.|2013
003904102|HUNTINGTON INT|HUNTINGTON ISD|M|50|75|30|41|55|64|75|.|2013
003905001|DIBOLL H S|DIBOLL ISD|M|50|66|17|20|55|61|75|91|2013
003905004|STUBBLEFIELD LRN CTR|DIBOLL ISD|Z|25|.|9|.|30|.|45|100|2013
003905041|DIBOLL J H|DIBOLL ISD|M|50|74|29|41|55|75|75|.|2013
003905101|H G TEMPLE EL|DIBOLL ISD|M|50|61|30|.|55|64|75|.|2013
003905102|DIBOLL PRI|DIBOLL ISD|M|.|.|30|.|.|.|.|.|2013
003905103|H G TEMPLE INT|DIBOLL ISD|M|50|73|17|36|55|68|75|.|2013
003906001|ZAVALLA H S|ZAVALLA ISD|M|50|77|17|30|55|72|75|95|2013
003906101|ZAVALLA EL|ZAVALLA ISD|M|50|75|30|49|55|69|75|.|2013
003907001|CENTRAL H S|CENTRAL ISD|M|50|78|17|21|55|74|75|86|2013
003907004|STUBBLEFIELD LRN CTR|CENTRAL ISD|Z|25|.|9|.|30|.|45|88|2013
003907041|CENTRAL J H|CENTRAL ISD|M|50|80|29|33|55|75|75|.|2013
003907102|CENTRAL EL|CENTRAL ISD|M|50|79|30|34|55|76|75|.|2013
004901001|ROCKPORT-FULTON H S|ARANSAS COUNTY ISD|M|50|79|17|25|55|73|75|88|2013
004901041|ROCKPORT-FULTON MIDDLE|ARANSAS COUNTY ISD|M|50|76|29|39|55|70|75|.|2013
004901101|FULTON 4-5 LEARNING CENTER|ARANSAS COUNTY ISD|M|50|79|30|46|55|75|75|.|2013
004901102|LITTLE BAY PRI|ARANSAS COUNTY ISD|M|.|.|30|.|.|.|.|.|2013
004901103|LIVE OAK 1-3 LEARNING CENTER|ARANSAS COUNTY ISD|M|50|74|30|.|55|66|75|.|2013
005901001|ARCHER CITY H S|ARCHER CITY ISD|I|50|87|17|30|55|83|75|72|2013
005901101|ARCHER CITY EL|ARCHER CITY ISD|M|50|83|30|40|55|68|75|.|2013
005902001|HOLLIDAY H S|HOLLIDAY ISD|M|50|85|17|21|55|77|75|89|2013
005902041|HOLLIDAY MIDDLE|HOLLIDAY ISD|M|50|82|29|38|55|75|75|.|2013
005902101|HOLLIDAY EL|HOLLIDAY ISD|M|50|85|30|50|55|74|75|.|2013
005904001|WINDTHORST H S|WINDTHORST ISD|M|50|86|17|23|55|80|75|90|2013
005904041|WINDTHORST JH|WINDTHORST ISD|M|50|90|29|44|55|87|75|.|2013
005904101|WINDTHORST EL|WINDTHORST ISD|M|50|88|30|39|55|92|75|.|2013
006902001|CLAUDE H S|CLAUDE ISD|M|50|77|17|23|55|66|75|99|2013
006902101|CLAUDE EL|CLAUDE ISD|M|50|82|30|31|55|81|75|.|2013
007901001|CHARLOTTE H S|CHARLOTTE ISD|I|50|55|17|21|55|52|75|91|2013
007901041|CHARLOTTE MIDDLE|CHARLOTTE ISD|I|50|60|29|47|55|48|75|.|2013
007901101|CHARLOTTE EL|CHARLOTTE ISD|I|50|51|30|26|55|38|75|.|2013
007902001|JOURDANTON H S|JOURDANTON ISD|M|50|73|17|18|55|67|75|87|2013
007902005|ATASCOSA COUNTY JUVENILE JUSTICE|JOURDANTON ISD|Z|50|.|17|.|55|.|75|69|2013
007902006|REASSIGNMENT AND OPPORTUNITY CENTE|JOURDANTON ISD|X|50|.|.|.|55|.|75|.|2013
007902041|JOURDANTON J H|JOURDANTON ISD|M|50|81|29|46|55|74|75|.|2013
007902101|JOURDANTON EL|JOURDANTON ISD|M|50|75|30|36|55|68|75|.|2013
007904001|LYTLE H S|LYTLE ISD|M|50|72|17|24|55|69|75|96|2013
007904002|LYTLE DAEP|LYTLE ISD|X|50|.|.|.|55|.|75|.|2013
007904041|LYTLE JUNIOR HIGH SCHOOL|LYTLE ISD|I|50|61|29|32|55|54|75|.|2013
007904101|LYTLE EL|LYTLE ISD|M|50|66|30|47|55|59|75|.|2013
007904103|LYTLE PRIMARY SCHOOL|LYTLE ISD|M|.|.|30|.|.|.|.|.|2013
007905001|PLEASANTON H S|PLEASANTON ISD|M|50|65|17|17|55|60|75|90|2013
007905005|PLEASANTON ISD SCHOOL OF CHOICE|PLEASANTON ISD|Z|25|.|9|.|30|.|45|100|2013
007905007|PLEASANTON ISD REASSIGNMENT AND OP|PLEASANTON ISD|X|50|.|.|.|55|.|75|.|2013
007905041|PLEASANTON J H|PLEASANTON ISD|M|50|69|29|34|55|60|75|.|2013
007905103|PLEASANTON EL|PLEASANTON ISD|M|50|73|30|39|55|67|75|.|2013
007905104|PLEASANTON INT|PLEASANTON ISD|M|50|79|29|37|55|72|75|.|2013
007905105|PLEASANTON PRI|PLEASANTON ISD|M|.|.|30|.|.|.|.|.|2013
007906001|POTEET H S|POTEET ISD|M|50|60|17|34|55|59|75|94|2013
007906003|ATASCOSA CO JUVENILE UNIT|POTEET ISD|X|50|.|.|.|55|.|75|.|2013
007906041|POTEET J H|POTEET ISD|M|50|64|29|29|55|58|75|.|2013
007906101|POTEET EL|POTEET ISD|M|50|75|30|.|55|72|75|.|2013
007906102|POTEET INT|POTEET ISD|M|50|68|30|37|55|62|75|.|2013
008901001|BELLVILLE H S|BELLVILLE ISD|M|50|85|17|28|55|75|75|90|2013
008901041|BELLVILLE J H|BELLVILLE ISD|M|50|80|29|35|55|72|75|.|2013
008901101|O'BRYANT PRI|BELLVILLE ISD|M|50|77|30|.|55|72|75|.|2013
008901102|O'BRYANT INT|BELLVILLE ISD|M|50|77|30|35|55|69|75|.|2013
008901105|WEST END EL|BELLVILLE ISD|M|50|91|30|51|55|89|75|.|2013
008902001|SEALY H S|SEALY ISD|M|50|78|17|27|55|68|75|86|2013
008902041|SEALY J H|SEALY ISD|M|50|79|29|36|55|71|75|.|2013
008902102|SELMAN EL|SEALY ISD|M|50|78|30|.|55|72|75|.|2013
008902103|SELMAN INT|SEALY ISD|M|50|79|30|46|55|74|75|.|2013
008903001|BRAZOS H S|BRAZOS ISD|M|50|76|17|24|55|74|75|92|2013
008903041|BRAZOS MIDDLE|BRAZOS ISD|M|50|85|29|39|55|83|75|.|2013
008903102|BRAZOS EL|BRAZOS ISD|M|50|78|30|44|55|74|75|.|2013
009901001|MULESHOE H S|MULESHOE ISD|M|50|73|17|25|55|70|75|93|2013
009901002|P E P|MULESHOE ISD|A|25|29|9|.|30|.|45|100|2013
009901041|WATSON J H|MULESHOE ISD|M|50|72|29|36|55|67|75|.|2013
009901101|MARY DESHAZO EL|MULESHOE ISD|M|50|69|30|36|55|64|75|.|2013
009901103|DILLMAN EL|MULESHOE ISD|M|.|.|30|.|.|.|.|.|2013
010901001|MEDINA H S|MEDINA ISD|M|50|83|17|24|55|82|75|89|2013
010901101|MEDINA EL|MEDINA ISD|M|50|89|30|41|55|82|75|.|2013
010902001|BANDERA H S|BANDERA ISD|M|50|85|17|29|55|78|75|84|2013
010902041|BANDERA MIDDLE|BANDERA ISD|M|50|78|29|35|55|69|75|.|2013
010902101|ALKEK EL|BANDERA ISD|M|50|74|30|51|55|66|75|.|2013
010902102|HILL COUNTRY EL|BANDERA ISD|M|50|75|30|34|55|71|75|.|2013
011901001|BASTROP H S|BASTROP ISD|M|50|78|17|29|55|72|75|86|2013
011901002|CEDAR CREEK H S|BASTROP ISD|M|50|75|17|26|55|70|75|95|2013
011901022|GENESIS H S|BASTROP ISD|A|25|65|9|.|30|75|45|97|2013
011901033|GATEWAY SCH|BASTROP ISD|X|50|.|.|.|55|.|75|.|2013
011901041|BASTROP MIDDLE|BASTROP ISD|M|50|76|29|37|55|67|75|.|2013
011901101|EMILE EL|BASTROP ISD|M|50|70|30|36|55|62|75|.|2013
011901102|MINA EL|BASTROP ISD|M|50|79|30|45|55|76|75|.|2013
011901103|CEDAR CREEK EL|BASTROP ISD|M|50|56|30|42|55|64|75|.|2013
011901104|BASTROP INT|BASTROP ISD|M|50|73|29|34|55|70|75|.|2013
011901106|CEDAR CREEK MIDDLE|BASTROP ISD|M|50|72|29|38|55|71|75|.|2013
011901107|RED ROCK EL|BASTROP ISD|M|50|65|30|33|55|62|75|.|2013
011901108|CEDAR CREEK INT|BASTROP ISD|M|50|72|29|44|55|77|75|.|2013
011901109|BLUEBONNET EL|BASTROP ISD|M|50|74|30|30|55|73|75|.|2013
011901110|LOST PINES EL|BASTROP ISD|M|50|67|30|35|55|71|75|.|2013
011902001|ELGIN H S|ELGIN ISD|M|50|67|17|19|55|62|75|90|2013
011902004|PHOENIX H S|ELGIN ISD|A|25|43|9|.|30|.|45|100|2013
011902041|ELGIN MIDDLE|ELGIN ISD|M|50|66|29|34|55|61|75|.|2013
011902101|BOOKER T WASHINGTON EL|ELGIN ISD|M|50|75|30|42|55|78|75|.|2013
011902102|ELGIN EL|ELGIN ISD|M|50|57|30|42|55|61|75|.|2013
011902103|NEIDIG EL|ELGIN ISD|M|50|75|30|47|55|73|75|.|2013
011904002|SMITHVILLE H S|SMITHVILLE ISD|M|50|81|17|24|55|72|75|84|2013
011904041|SMITHVILLE J H|SMITHVILLE ISD|M|50|74|29|35|55|67|75|.|2013
011904101|SMITHVILLE EL|SMITHVILLE ISD|M|50|66|30|43|55|55|75|.|2013
011904102|BROWN PRI|SMITHVILLE ISD|M|.|.|30|.|.|.|.|.|2013
011905101|MCDADE EL|MCDADE ISD|M|50|63|30|44|55|57|75|.|2013
012901001|SEYMOUR H S|SEYMOUR ISD|M|50|87|17|24|55|79|75|80|2013
012901042|SEYMOUR MIDDLE|SEYMOUR ISD|M|50|86|29|44|55|83|75|.|2013
012901101|SEYMOUR EL|SEYMOUR ISD|M|50|84|30|31|55|80|75|.|2013
013801101|ST MARY'S ACADEMY CHARTER SCHOOL|ST MARY'S ACADEMY CHARTER SCHOOL|M|50|83|30|46|55|80|75|.|2013
013901001|A C JONES H S|BEEVILLE ISD|M|50|62|17|22|55|60|75|88|2013
013901041|MORENO MIDDLE|BEEVILLE ISD|M|50|62|29|30|55|55|75|.|2013
013901101|R A HALL ELEMENTARY|BEEVILLE ISD|M|50|70|30|43|55|65|75|.|2013
013901102|FADDEN-MCKEOWN-CHAMBLISS EL|BEEVILLE ISD|M|50|65|30|32|55|63|75|.|2013
013901104|THOMAS JEFFERSON EL|BEEVILLE ISD|I|50|44|30|26|55|40|75|.|2013
013901105|HAMPTON-MORENO-DUGAT EARLY CHILDHO|BEEVILLE ISD|M|.|.|30|.|.|.|.|.|2013
013902101|PAWNEE EL / J H|PAWNEE ISD|M|50|65|30|34|55|63|75|.|2013
013903001|PETTUS H S|PETTUS ISD|I|50|73|17|25|55|67|75|66|2013
013903101|PETTUS EL|PETTUS ISD|I|50|76|30|28|55|71|75|.|2013
013905001|SKIDMORE-TYNAN H S|SKIDMORE-TYNAN ISD|M|50|87|17|23|55|82|75|87|2013
013905041|SKIDMORE-TYNAN J H|SKIDMORE-TYNAN ISD|M|50|87|29|36|55|84|75|.|2013
013905101|SKIDMORE-TYNAN EL|SKIDMORE-TYNAN ISD|M|50|83|30|47|55|78|75|.|2013
014801001|RICHARD MILBURN ALTER H S (KILLEEN|RICHARD MILBURN ALTER HIGH SCHOOL|A|25|38|9|15|30|37|45|100|2013
014802001|TRANSFORMATIVE CHARTER ACADEMY|TRANSFORMATIVE CHARTER ACADEMY|A|25|75|9|.|30|80|45|96|2013
014803002|PRIORITY CHARTER SCHOOLS-HERITAGE|PRIORITY CHARTER SCHOOLS|M|50|73|17|29|55|74|75|.|2013
014803101|PRIORITY CHARTER SCHOOLS-TEMPLE|PRIORITY CHARTER SCHOOLS|M|50|66|17|40|55|64|75|82|2013
014804002|NEW HORIZONS|ORENDA CHARTER SCHOOL|X|25|40|.|.|30|40|45|.|2013
014804003|WILLIAMS HOUSE|ORENDA CHARTER SCHOOL|X|25|.|.|.|30|.|45|.|2013
014804004|CANYON LAKES|ORENDA CHARTER SCHOOL|X|50|.|.|.|55|.|75|.|2013
014804005|GATEWAY H S|ORENDA CHARTER SCHOOL|A|25|79|9|.|30|70|45|94|2013
014804006|GATEWAY COLLEGE PREPARATORY SCHOOL|ORENDA CHARTER SCHOOL|M|50|81|17|35|55|74|75|99|2013
014901001|ACADEMY H S|ACADEMY ISD|M|50|88|17|27|55|82|75|91|2013
014901041|ACADEMY J H|ACADEMY ISD|M|50|84|29|42|55|72|75|.|2013
014901101|ACADEMY EL|ACADEMY ISD|I|50|76|30|24|55|74|75|.|2013
014902001|BARTLETT SCHOOLS|BARTLETT ISD|M|50|60|17|32|55|57|75|81|2013
014903001|BELTON H S|BELTON ISD|M|50|83|17|25|55|76|75|86|2013
014903005|BELTON NEW TECH H S AT WASKOW|BELTON ISD|M|50|76|17|21|55|70|75|100|2013
014903042|BELTON MIDDLE|BELTON ISD|M|50|85|29|39|55|76|75|.|2013
014903043|LAKE BELTON MIDDLE|BELTON ISD|M|50|88|29|38|55|81|75|.|2013
014903044|SOUTH BELTON MIDDLE|BELTON ISD|M|50|67|29|31|55|62|75|.|2013
014903102|LEON HEIGHTS EL|BELTON ISD|M|50|87|30|44|55|80|75|.|2013
014903103|MILLER HEIGHTS EL|BELTON ISD|M|50|77|30|56|55|79|75|.|2013
014903104|SOUTHWEST EL|BELTON ISD|M|50|62|30|45|55|58|75|.|2013
014903108|LAKEWOOD EL|BELTON ISD|M|50|88|30|56|55|83|75|.|2013
014903109|SPARTA EL|BELTON ISD|M|50|87|30|50|55|76|75|.|2013
014903111|JOE M PIRTLE EL|BELTON ISD|M|50|85|30|47|55|78|75|.|2013
014903114|TYLER EL|BELTON ISD|M|50|68|30|48|55|72|75|.|2013
014903116|TARVER EL|BELTON ISD|M|50|78|30|42|55|74|75|.|2013
014905001|HOLLAND H S|HOLLAND ISD|M|50|82|17|28|55|82|75|76|2013
014905041|HOLLAND MIDDLE|HOLLAND ISD|M|50|88|29|37|55|87|75|.|2013
014905101|HOLLAND EL|HOLLAND ISD|M|50|88|30|37|55|87|75|.|2013
014906001|KILLEEN H S|KILLEEN ISD|M|50|77|17|23|55|73|75|87|2013
014906002|C E ELLISON H S|KILLEEN ISD|M|50|79|17|23|55|77|75|83|2013
014906004|GATEWAY H S|KILLEEN ISD|X|50|.|.|.|55|.|75|.|2013
014906006|PATHWAYS ACADEMIC CAMPUS|KILLEEN ISD|A|25|69|9|.|30|63|45|100|2013
014906007|HARKER HEIGHTS H S|KILLEEN ISD|M|50|84|17|26|55|77|75|86|2013
014906008|ROBERT M SHOEMAKER H S|KILLEEN ISD|M|50|74|17|20|55|75|75|83|2013
014906009|GATEWAY MIDDLE|KILLEEN ISD|X|50|.|.|.|55|.|75|.|2013
014906022|METROPLEX SCHOOL|KILLEEN ISD|X|50|.|.|.|55|.|75|.|2013
014906025|BELL COUNTY JUV DET CTR|KILLEEN ISD|X|25|60|.|.|30|.|45|.|2013
014906026|KILLEEN JJAEP|KILLEEN ISD|X|50|.|.|.|55|.|75|.|2013
014906042|NOLAN MIDDLE|KILLEEN ISD|M|50|63|29|31|55|61|75|.|2013
014906043|RANCIER MIDDLE|KILLEEN ISD|M|50|69|29|33|55|65|75|.|2013
014906044|MANOR MIDDLE|KILLEEN ISD|M|50|72|29|35|55|66|75|.|2013
014906045|SMITH MIDDLE|KILLEEN ISD|M|50|80|29|42|55|78|75|.|2013
014906046|EASTERN HILLS MIDDLE|KILLEEN ISD|I|50|71|29|27|55|64|75|.|2013
014906048|PALO ALTO MIDDLE|KILLEEN ISD|M|50|69|29|36|55|60|75|.|2013
014906049|LIBERTY HILL MIDDLE|KILLEEN ISD|M|50|82|29|41|55|77|75|.|2013
014906050|LIVE OAK RIDGE MIDDLE|KILLEEN ISD|M|50|68|29|34|55|61|75|.|2013
014906051|UNION GROVE MIDDLE|KILLEEN ISD|M|50|88|29|34|55|81|75|.|2013
014906052|AUDIE MURPHY MIDDLE|KILLEEN ISD|M|50|84|29|43|55|79|75|.|2013
014906053|CHARLES E PATTERSON MIDDLE|KILLEEN ISD|M|50|84|29|37|55|77|75|.|2013
014906100|EL ALTER LEARNING CENTER|KILLEEN ISD|X|50|.|.|.|55|.|75|.|2013
014906102|CLIFTON PARK EL|KILLEEN ISD|M|50|91|30|51|55|89|75|.|2013
014906103|EAST WARD EL|KILLEEN ISD|M|50|76|30|45|55|74|75|.|2013
014906104|FOWLER EL|KILLEEN ISD|M|50|71|30|36|55|67|75|.|2013
014906105|HARKER HEIGHTS EL|KILLEEN ISD|M|50|76|30|46|55|77|75|.|2013
014906108|MEADOWS EL|KILLEEN ISD|M|50|78|30|52|55|70|75|.|2013
014906109|PEEBLES EL|KILLEEN ISD|M|50|74|30|42|55|71|75|.|2013
014906110|PERSHING PARK EL|KILLEEN ISD|M|50|80|30|57|55|82|75|.|2013
014906111|SUGAR LOAF EL|KILLEEN ISD|M|50|65|30|39|55|64|75|.|2013
014906112|WEST WARD EL|KILLEEN ISD|M|50|72|30|42|55|69|75|.|2013
014906113|BELLAIRE EL|KILLEEN ISD|M|50|69|30|33|55|64|75|.|2013
014906115|NOLANVILLE EL|KILLEEN ISD|M|50|81|30|44|55|73|75|.|2013
014906116|CLARKE EL|KILLEEN ISD|M|50|80|30|.|55|79|75|.|2013
014906117|DUNCAN EL|KILLEEN ISD|M|50|75|30|38|55|76|75|.|2013
014906119|HAY BRANCH EL|KILLEEN ISD|M|50|67|30|42|55|60|75|.|2013
014906120|WILLOW SPRINGS EL|KILLEEN ISD|M|50|58|30|51|55|56|75|.|2013
014906121|MOUNTAIN VIEW EL|KILLEEN ISD|M|50|83|30|37|55|74|75|.|2013
014906122|REECES CREEK EL|KILLEEN ISD|M|50|77|30|56|55|73|75|.|2013
014906123|CLEAR CREEK EL|KILLEEN ISD|M|50|74|30|47|55|75|75|.|2013
014906124|CEDAR VALLEY EL|KILLEEN ISD|M|50|81|30|42|55|79|75|.|2013
014906125|BROOKHAVEN EL|KILLEEN ISD|M|50|76|30|41|55|73|75|.|2013
014906126|VENABLE VILLAGE EL|KILLEEN ISD|M|50|88|30|44|55|85|75|.|2013
014906127|TRIMMIER EL|KILLEEN ISD|M|50|73|30|50|55|68|75|.|2013
014906128|MONTAGUE VILLAGE EL|KILLEEN ISD|M|50|71|30|54|55|71|75|.|2013
014906129|MAXDALE EL|KILLEEN ISD|M|50|72|30|42|55|65|75|.|2013
014906130|IRA CROSS JR EL|KILLEEN ISD|M|50|65|30|34|55|65|75|.|2013
014906131|IDUMA EL|KILLEEN ISD|M|50|75|30|47|55|69|75|.|2013
014906132|OVETA CULP HOBBY EL|KILLEEN ISD|M|50|72|30|48|55|71|75|.|2013
014906133|TIMBER RIDGE EL|KILLEEN ISD|M|50|78|30|47|55|73|75|.|2013
014906135|SAEGERT EL|KILLEEN ISD|M|50|72|30|42|55|65|75|.|2013
014906136|SKIPCHA EL|KILLEEN ISD|M|50|79|30|45|55|73|75|.|2013
014906137|RICHARD E CAVAZOS EL|KILLEEN ISD|M|50|83|30|53|55|82|75|.|2013
014906138|HAYNES EL|KILLEEN ISD|M|50|79|30|46|55|76|75|.|2013
014907001|ROGERS H S|ROGERS ISD|M|50|80|17|27|55|71|75|92|2013
014907041|ROGERS MIDDLE|ROGERS ISD|M|50|71|29|36|55|63|75|.|2013
014907043|BELL COUNTY DAEP|ROGERS ISD|X|50|.|.|.|55|.|75|.|2013
014907102|ROGERS EL|ROGERS ISD|M|50|75|30|62|55|68|75|.|2013
014908001|SALADO H S|SALADO ISD|M|50|90|17|25|55|85|75|93|2013
014908041|SALADO INT|SALADO ISD|M|50|87|30|46|55|80|75|.|2013
014908042|SALADO J H|SALADO ISD|M|50|91|29|40|55|91|75|.|2013
014908101|THOMAS ARNOLD EL|SALADO ISD|M|.|.|30|.|.|.|.|.|2013
014909002|TEMPLE H S|TEMPLE ISD|M|50|68|17|19|55|60|75|81|2013
014909005|WHEATLEY ALTERNATIVE EDUCATION CEN|TEMPLE ISD|X|50|.|.|.|55|.|75|.|2013
014909008|FRED W EDWARDS ACADEMY AEC|TEMPLE ISD|Z|25|.|9|.|30|.|45|60|2013
014909041|LAMAR MIDDLE|TEMPLE ISD|I|50|56|29|32|55|45|75|.|2013
014909042|TRAVIS MIDDLE|TEMPLE ISD|M|50|59|29|35|55|55|75|.|2013
014909044|BONHAM MIDDLE|TEMPLE ISD|M|50|72|29|35|55|62|75|.|2013
014909101|BETHUNE EARLY CHILDHOOD CENTER|TEMPLE ISD|I|.|.|30|.|.|.|.|.|2013
014909102|CATER EL|TEMPLE ISD|M|50|80|30|53|55|76|75|.|2013
014909107|JEFFERSON EL|TEMPLE ISD|M|50|68|30|36|55|62|75|.|2013
014909110|SCOTT EL|TEMPLE ISD|M|50|79|30|41|55|74|75|.|2013
014909111|THORNTON EL|TEMPLE ISD|M|50|74|30|54|55|67|75|.|2013
014909114|WESTERN HILLS EL|TEMPLE ISD|M|50|69|30|43|55|65|75|.|2013
014909115|MERIDITH-DUNBAR EL|TEMPLE ISD|I|50|51|30|37|55|54|75|.|2013
014909116|RAYE-ALLEN EL|TEMPLE ISD|I|50|57|30|39|55|49|75|.|2013
014909117|KENNEDY-POWELL EL|TEMPLE ISD|M|50|85|30|45|55|77|75|.|2013
014909118|HECTOR P GARCIA EL|TEMPLE ISD|M|50|62|30|42|55|64|75|.|2013
014909198|SCOTT & WHITE HOSPITAL|TEMPLE ISD|Z|50|.|17|.|55|.|75|100|2013
014910001|TROY H S|TROY ISD|M|50|85|17|31|55|78|75|92|2013
014910041|RAYMOND MAYS MIDDLE|TROY ISD|M|50|80|29|38|55|73|75|.|2013
014910042|TROY J J A E P|TROY ISD|X|50|.|.|.|55|.|75|.|2013
014910101|TROY EL|TROY ISD|M|50|76|30|44|55|68|75|.|2013
014910103|EDNA BIGHAM MAYS ELEMENTARY|TROY ISD|M|.|.|30|.|.|.|.|.|2013
015801001|POR VIDA ACADEMY CHARTER H S|POR VIDA ACADEMY|I|25|22|9|9|30|21|45|76|2013
015801002|CORPUS CHRISTI COLLEGE PREP H S|POR VIDA ACADEMY|M|50|66|17|29|55|67|75|78|2013
015801003|CESAR E CHAVEZ ACADEMY|POR VIDA ACADEMY|A|25|69|9|.|30|69|45|77|2013
015802001|GEORGE GERVIN ACADEMY|GEORGE GERVIN ACADEMY|M|50|53|17|20|55|55|75|83|2013
