campus_id|campus_name|district_name|rating|i1_target|i1_score|i2_target|i2_score|i3_target|i3_score|i4_target|i4_score|year
101907005|LANGHAM CREEK H S|CYPRESS-FAIRBANKS ISD|Met Standard|60|86|17|30|30|51|60|83|2016
101907007|CYPRESS FALLS H S|CYPRESS-FAIRBANKS ISD|Met Standard|60|84|17|27|30|50|60|81|2016
101907008|WINDFERN HIGH SCHOOL|CYPRESS-FAIRBANKS ISD|Met Alternative Standard|35|73|||13|35|33|100|2016
101907009|CYPRESS SPRINGS H S|CYPRESS-FAIRBANKS ISD|Met Standard|60|80|17|27|30|50|60|81|2016
101907010|CYPRESS RIDGE H S|CYPRESS-FAIRBANKS ISD|Met Standard|60|80|17|25|30|48|60|81|2016
101907011|CYPRESS WOODS H S|CYPRESS-FAIRBANKS ISD|Met Standard|60|92|17|31|30|57|60|91|2016
101907012|CYPRESS RANCH H S|CYPRESS-FAIRBANKS ISD|Met Standard|60|95|17|35|30|63|60|90|2016
101907013|CYPRESS LAKES H S|CYPRESS-FAIRBANKS ISD|Met Standard|60|82|17|28|30|49|60|80|2016
101907037|CYPRESS-FAIRBANKS J J A E P|CYPRESS-FAIRBANKS ISD|Not Rated|||||||||2016
101907041|ARNOLD MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|86|30|45|26|50|13|59|2016
101907042|DEAN MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|71|30|39|26|37|13|42|2016
101907043|BLEYL MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|79|30|43|26|40|13|50|2016
101907044|CAMPBELL MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|72|30|40|26|37|13|41|2016
101907045|WATKINS MIDDLE SCHOOL|CYPRESS-FAIRBANKS ISD|Met Standard|60|69|30|37|26|35|13|39|2016
101907046|LABAY MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|82|30|43|26|46|13|56|2016
101907047|COOK MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|83|30|45|26|46|13|56|2016
101907048|TRUITT MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|75|30|42|26|39|13|51|2016
101907049|HAMILTON MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|93|30|50|26|51|13|70|2016
101907050|THORNTON MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|72|30|37|26|38|13|42|2016
101907051|ARAGON MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|90|30|44|26|50|13|66|2016
101907052|GOODSON MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|87|30|43|26|47|13|63|2016
101907053|KAHLA MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|77|30|41|26|45|13|48|2016
101907054|SPILLANE MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|93|30|50|26|52|13|72|2016
101907055|HOPPER MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|73|30|39|26|40|13|41|2016
101907056|SMITH MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|95|30|48|26|60|13|76|2016
101907057|DR CHERYL CORBETT SALYARDS|CYPRESS-FAIRBANKS ISD|Met Standard|60|92|30|43|26|54|13|68|2016
101907058|ANTHONY MIDDLE|CYPRESS-FAIRBANKS ISD|Met Standard|60|84|30|42|26|46|13|56|2016
101907101|BANE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|69|32|41|28|38|12|29|2016
101907103|LAMKIN ELEMENTARY|CYPRESS-FAIRBANKS ISD|Met Standard|60|84|32|49|28|48|12|50|2016
101907104|POST ELEMENTARY|CYPRESS-FAIRBANKS ISD|Met Standard|60|86|32|41|28|48|12|50|2016
101907105|MATZKE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|80|32|45|28|45|12|49|2016
101907106|HOLBROOK EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|81|32|49|28|48|12|40|2016
101907107|ADAM ELEMENTARY|CYPRESS-FAIRBANKS ISD|Met Standard|60|87|32|43|28|50|12|57|2016
101907108|HANCOCK EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|74|32|46|28|40|12|47|2016
101907109|YEAGER EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|82|32|45|28|46|12|47|2016
101907110|MILLSAP EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|87|32|48|28|53|12|47|2016
101907111|LIEDER EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|74|32|47|28|44|12|45|2016
101907112|FRANCONE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|69|32|51|28|37|12|28|2016
101907113|HORNE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|73|32|42|28|38|12|41|2016
101907115|MOORE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|88|32|44|28|47|12|54|2016
101907116|LOWERY EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|86|32|42|28|45|12|44|2016
101907117|FRAZIER EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|73|32|42|28|38|12|38|2016
101907118|WILSON EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|85|32|46|28|47|12|49|2016
101907119|OWENS EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|77|32|42|28|42|12|47|2016
101907120|EMMOTT EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|70|32|43|28|39|12|29|2016
101907121|HOLMSLEY EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|81|32|44|28|46|12|40|2016
101907122|JOWELL EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|84|32|52|28|49|12|43|2016
101907124|FIEST EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|73|32|38|28|38|12|37|2016
101907125|BANG EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|78|32|46|28|46|12|39|2016
101907126|HAMILTON EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|94|32|53|28|70|12|74|2016
101907127|METCALF ELEMENTARY|CYPRESS-FAIRBANKS ISD|Met Standard|60|70|32|39|28|39|12|36|2016
101907128|HAIRGROVE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|91|32|45|28|56|12|46|2016
101907129|REED EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|76|32|42|28|44|12|42|2016
101907130|COPELAND EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|88|32|49|28|52|12|56|2016
101907131|WILLBERN EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|79|32|47|28|40|12|44|2016
101907132|SHERIDAN EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|81|32|47|28|46|12|48|2016
101907133|AULT EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|89|32|54|28|54|12|57|2016
101907134|KIRK EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|75|32|45|28|39|12|48|2016
101907135|FARNEY EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|87|32|53|28|52|12|59|2016
101907136|GLEASON EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|85|32|46|28|46|12|57|2016
101907137|WALKER EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|75|32|40|28|42|12|34|2016
101907138|SAMPSON EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|97|32|55|28|68|12|84|2016
101907139|BIRKES EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|95|32|49|28|58|12|69|2016
101907140|ROBISON EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|90|32|48|28|55|12|56|2016
101907141|TIPPS EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|75|32|46|28|42|12|34|2016
101907142|DURYEA EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|77|32|45|28|43|12|39|2016
101907143|KEITH EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|90|32|50|28|51|12|59|2016
101907144|LEE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|83|32|39|28|47|12|55|2016
101907145|DANISH EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|85|32|48|28|50|12|49|2016
101907146|ANDRE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|83|32|44|28|49|12|46|2016
101907147|POSTMA ELEMENTARY|CYPRESS-FAIRBANKS ISD|Met Standard|60|89|32|45|28|54|12|60|2016
101907148|BLACK EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|86|32|42|28|46|12|60|2016
101907149|WARNER EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|95|32|53|28|63|12|72|2016
101907150|MCFEE ELEMENTARY SCHOOL|CYPRESS-FAIRBANKS ISD|Met Standard|60|78|32|44|28|45|12|39|2016
101907151|HEMMENWAY EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|73|32|42|28|43|12|34|2016
101907152|ROBINSON EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|83|32|48|28|49|12|41|2016
101907153|SWENKE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|95|32|52|28|64|12|70|2016
101907154|DR DEBBIE EMERY EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|76|32|36|28|44|12|36|2016
101907155|RENNELL EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|96|32|52|28|60|12|73|2016
101907156|POPE EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|99|32|58|28|67|12|85|2016
101907157|WOODARD EL|CYPRESS-FAIRBANKS ISD|Met Standard|60|92|32|52|28|56|12|65|2016
163902001|D'HANIS SCHOOL|D'HANIS ISD|Met Standard|60|77|17|41|30|35|60|78|2016
172902001|DAINGERFIELD H S|DAINGERFIELD-LONE STAR ISD|Met Standard|60|76|17|18|30|42|60|71|2016
172902041|DAINGERFIELD J H|DAINGERFIELD-LONE STAR ISD|Met Standard|60|61|30|38|26|30|13|23|2016
172902101|SOUTH EL|DAINGERFIELD-LONE STAR ISD|Met Standard|60|73|32|38|28|41|12|23|2016
172902102|WEST EL|DAINGERFIELD-LONE STAR ISD|Met Standard-Paired|||||||||2016
056901001|DALHART H S|DALHART ISD|Met Standard|60|73|17|23|30|39|60|75|2016
056901002|X I T SECONDARY SCHOOL|DALHART ISD|Met Alternative Standard|35|61|8|23|13|26|33|68|2016
056901042|DALHART J H|DALHART ISD|Met Standard|60|69|30|36|26|31|13|31|2016
056901104|DALHART EL|DALHART ISD|Met Standard|60|64|32|25|28|35|12|27|2016
056901105|DALHART INT|DALHART ISD|Met Standard|60|69|32|45|28|33|12|27|2016
057905001|BRYAN ADAMS H S|DALLAS ISD|Met Standard|60|71|17|24|30|43|60|81|2016
057905002|W H ADAMSON H S|DALLAS ISD|Met Standard|60|69|17|28|30|43|60|80|2016
057905003|A MACEO SMITH NEW TECH H S|DALLAS ISD|Met Standard|60|81|17|15|30|46|60|63|2016
057905005|MOISES E MOLINA H S|DALLAS ISD|Met Standard|60|78|17|31|30|42|60|80|2016
057905006|HILLCREST H S|DALLAS ISD|Met Standard|60|71|17|21|30|45|60|81|2016
057905007|THOMAS JEFFERSON H S|DALLAS ISD|Improvement Required|60|58|17|16|30|34|60|71|2016
057905008|JUSTIN F KIMBALL H S|DALLAS ISD|Met Standard|60|63|17|25|30|39|60|79|2016
057905009|LINCOLN HUMANITIES/COMMUNICATIONS|DALLAS ISD|Met Standard|60|64|17|23|30|35|60|73|2016
057905011|LEARNING ALTERNATIVE CENTER FOR EM|DALLAS ISD|Not Rated|||||||||2016
057905012|L G PINKSTON H S|DALLAS ISD|Met Standard|60|62|17|20|30|38|60|74|2016
057905013|FRANKLIN D ROOSEVELT H S|DALLAS ISD|Met Standard|60|56|17|24|30|35|60|68|2016
057905014|W W SAMUELL H S|DALLAS ISD|Met Standard|60|67|17|30|30|43|60|76|2016
057905015|SEAGOVILLE H S|DALLAS ISD|Met Standard|60|63|17|19|30|36|60|76|2016
057905016|SOUTH OAK CLIFF H S|DALLAS ISD|Met Standard|60|57|17|18|30|35|60|71|2016
057905017|H GRADY SPRUCE H S|DALLAS ISD|Met Standard|60|62|17|25|30|40|60|70|2016
057905018|SUNSET H S|DALLAS ISD|Met Standard|60|73|17|30|30|47|60|81|2016
057905021|W T WHITE H S|DALLAS ISD|Met Standard|60|67|17|21|30|44|60|77|2016
057905022|WOODROW WILSON H S|DALLAS ISD|Met Standard|60|79|17|27|30|45|60|84|2016
057905023|DAVID W CARTER H S|DALLAS ISD|Met Standard|60|61|17|20|30|38|60|74|2016
057905024|NORTH DALLAS H S|DALLAS ISD|Met Standard|60|57|17|18|30|34|60|74|2016
057905025|SKYLINE H S|DALLAS ISD|Met Standard|60|67|17|16|30|38|60|81|2016
057905026|SCHOOL OF SCIENCE AND ENGINEERING|DALLAS ISD|Met Standard|60|100|17|31|30|87|60|100|2016
057905028|EMMETT J CONRAD H S|DALLAS ISD|Met Standard|60|56|17|21|30|32|60|73|2016
057905029|SCHOOL COMMUNITY GUIDANCE CENTER|DALLAS ISD|Not Rated|||||||||2016
057905030|MAYA ANGELOU H S|DALLAS ISD|Not Rated|||||||||2016
057905032|JAMES MADISON H S|DALLAS ISD|Improvement Required|60|51|17|15|30|31|60|76|2016
057905033|SCHOOL OF BUSINESS AND MANAGEMENT|DALLAS ISD|Met Standard|60|99|17|34|30|65|60|95|2016
057905034|BOOKER T WASHINGTON SPVA MAGNET|DALLAS ISD|Met Standard|60|99|17|34|30|64|60|96|2016
057905035|IRMA LERMA RANGEL YOUNG WOMEN'S LE|DALLAS ISD|Met Standard|60|100|17|28|30|74|60|99|2016
057905036|SCHOOL OF HEALTH PROFESSIONS|DALLAS ISD|Met Standard|60|100|17|30|30|68|60|99|2016
057905037|ROSIE SORRELLS EDUCATION AND SOCIA|DALLAS ISD|Met Standard|60|98|17|30|30|63|60|96|2016
057905038|JUDGE BAREFOOT SANDERS LAW MAGNET|DALLAS ISD|Met Standard|60|100|17|32|30|63|60|97|2016
057905039|SCHOOL FOR THE TALENTED AND GIFTED|DALLAS ISD|Met Standard|60|100|17|47|30|86|60|100|2016
057905042|WILLIAM HAWLEY ATWELL LAW ACADEMY|DALLAS ISD|Met Standard|60|55|30|32|26|28|13|18|2016
057905043|T W BROWNE MIDDLE|DALLAS ISD|Improvement Required|60|49|30|37|26|24|13|13|2016
057905044|EDWARD H CARY MIDDLE|DALLAS ISD|Improvement Required|60|50|30|36|26|26|13|12|2016
057905045|E B COMSTOCK MIDDLE|DALLAS ISD|Met Standard|60|65|30|44|26|31|13|19|2016
057905046|FRED F FLORENCE MIDDLE|DALLAS ISD|Met Standard|60|54|30|33|26|26|13|15|2016
057905047|BENJAMIN FRANKLIN MIDDLE|DALLAS ISD|Met Standard|60|68|30|33|26|40|13|35|2016
057905048|W H GASTON MIDDLE|DALLAS ISD|Met Standard|60|65|30|36|26|35|13|22|2016
057905049|W E GREINER EXPLORATORY ARTS ACADE|DALLAS ISD|Met Standard|60|82|30|44|26|52|13|54|2016
057905050|ROBERT T HILL MIDDLE|DALLAS ISD|Met Standard|60|61|30|34|26|31|13|26|2016
057905051|OLIVER WENDELL HOLMES HUMANITIES/C|DALLAS ISD|Improvement Required|60|45|30|33|26|24|13|8|2016
057905052|JOHN B HOOD MIDDLE|DALLAS ISD|Met Standard|60|56|30|38|26|29|13|15|2016
057905053|J L LONG MIDDLE|DALLAS ISD|Met Standard|60|69|30|37|26|32|13|37|2016
057905054|THOMAS C MARSH MIDDLE|DALLAS ISD|Improvement Required|60|51|30|31|26|25|13|18|2016
057905055|THOMAS J RUSK MIDDLE|DALLAS ISD|Improvement Required|60|47|30|31|26|22|13|11|2016
057905056|EWELL D WALKER MIDDLE|DALLAS ISD|Met Standard|60|71|30|40|26|38|13|29|2016
057905057|WILLIAM B TRAVIS ACAD/VANGRD FOR A|DALLAS ISD|Met Standard|60|100|30|55|26|84|13|98|2016
057905058|ALEX W SPENCE TALENTED/GIFTED ACAD|DALLAS ISD|Met Standard|60|65|30|45|26|37|13|48|2016
057905059|L V STOCKARD MIDDLE|DALLAS ISD|Improvement Required|60|57|30|29|26|27|13|13|2016
057905060|BOUDE STOREY MIDDLE|DALLAS ISD|Improvement Required|60|52|30|37|26|25|13|13|2016
057905062|BILLY EARL DADE MIDDLE|DALLAS ISD|Met Standard|60|53|30|36|26|30|13|14|2016
057905066|HARRY STONE MONTESSORI ACADEMY|DALLAS ISD|Met Standard|60|95|30|50|26|59|13|70|2016
057905068|RAUL QUINTANILLA SR MIDDLE|DALLAS ISD|Met Standard|60|65|30|36|26|33|13|18|2016
057905069|SEAGOVILLE MIDDLE|DALLAS ISD|Met Standard|60|58|30|30|26|29|13|19|2016
057905071|DALLAS ENVIRONMENTAL SCIENCE ACADE|DALLAS ISD|Met Standard|60|99|30|46|26|69|13|88|2016
057905072|SARAH ZUMWALT MIDDLE|DALLAS ISD|Met Standard|60|51|30|34|26|28|13|16|2016
057905073|HENRY W LONGFELLOW CAREER EXPLORAT|DALLAS ISD|Met Standard|60|97|30|45|26|61|13|74|2016
057905074|THOMAS A EDISON MIDDLE LEARNING CE|DALLAS ISD|Improvement Required|60|42|30|33|26|21|13|9|2016
057905075|GEORGE BANNERMAN DEALEY INTERNATIO|DALLAS ISD|Met Standard|60|97|30|54|26|66|13|92|2016
057905076|HAROLD WENDELL LANG SR MIDDLE|DALLAS ISD|Improvement Required|60|49|30|36|26|25|13|14|2016
057905077|HECTOR P GARCIA MIDDLE|DALLAS ISD|Met Standard|60|59|30|39|26|31|13|18|2016
057905079|FRANCISCO MEDRANO MIDDLE|DALLAS ISD|Met Standard|60|58|30|38|26|31|13|16|2016
057905083|SAM TASBY MIDDLE|DALLAS ISD|Met Standard|60|51|30|33|26|27|13|17|2016
057905085|KATHLYN JOY GILLIAM COLLEGIATE ACA|DALLAS ISD|Met Standard|60|95|17|40|30|60|60|93|2016
057905088|TRINIDAD GARZA EARLY COLLEGE AT MT|DALLAS ISD|Met Standard|60|99|17|45|30|73|60|99|2016
057905090|DR WRIGHT L LASSITER JR EARLY COLL|DALLAS ISD|Met Standard|60|99|17|55|30|76|60|93|2016
057905096|JUVENILE JUSTICE AEP|DALLAS ISD|Not Rated|||||||||2016
057905099|HOSPITAL/HOMEBOUND|DALLAS ISD|Not Rated|||||||||2016
057905100|ZAN WESLEY HOLMES JR MIDDLE|DALLAS ISD|Met Standard|60|62|30|34|26|34|13|20|2016
057905101|JOHN Q ADAMS EL|DALLAS ISD|Met Standard|60|71|32|42|28|41|12|31|2016
057905102|PREK PARTNERSHIP CENTER|DALLAS ISD|Met Standard-Paired|||||||||2016
057905103|GABE P ALLEN CHARTER SCHOOL|DALLAS ISD|Met Standard|60|57|32|43|28|34|12|23|2016
057905104|WILLIAM M ANDERSON EL|DALLAS ISD|Met Standard|60|67|32|41|28|34|12|19|2016
057905105|ARCADIA PARK EL|DALLAS ISD|Met Standard|60|78|32|57|28|47|12|40|2016
057905108|BAYLES EL|DALLAS ISD|Met Standard|60|60|32|39|28|32|12|18|2016
057905109|W A BLAIR EL|DALLAS ISD|Met Standard|60|62|32|40|28|31|12|24|2016
057905110|ANNIE WEBB BLANTON EL|DALLAS ISD|Met Standard|60|74|32|66|28|41|12|28|2016
057905112|JAMES BOWIE EL|DALLAS ISD|Met Standard|60|75|32|55|28|45|12|39|2016
057905114|JOHN NEELY BRYAN EL|DALLAS ISD|Met Standard|60|52|32|44|28|29|12|14|2016
057905115|HARRELL BUDD EL|DALLAS ISD|Met Standard|60|65|32|55|28|34|12|27|2016
057905116|DAVID G BURNET EL|DALLAS ISD|Met Standard|60|74|32|38|28|47|12|35|2016
057905117|RUFUS C BURLESON EL|DALLAS ISD|Met Standard|60|59|32|42|28|32|12|25|2016
057905118|W W BUSHMAN EL|DALLAS ISD|Met Standard|60|80|32|71|28|49|12|36|2016
057905119|WILLIAM L CABELL EL|DALLAS ISD|Met Standard|60|62|32|40|28|38|12|23|2016
057905120|F P CAILLET EL|DALLAS ISD|Met Standard|60|79|32|52|28|49|12|45|2016
057905121|JOHN W CARPENTER EL|DALLAS ISD|Met Standard|60|60|32|52|28|32|12|20|2016
057905122|C F CARR EL|DALLAS ISD|Improvement Required|60|46|32|37|28|24|12|11|2016
057905124|GEORGE W CARVER CREATIVE ARTS LEAR|DALLAS ISD|Improvement Required|60|33|32|36|28|16|12|4|2016
057905125|CASA VIEW EL|DALLAS ISD|Met Standard|60|79|32|46|28|45|12|42|2016
057905126|CENTRAL EL|DALLAS ISD|Met Standard|60|74|32|49|28|42|12|28|2016
057905128|MARTIN LUTHER KING JR LEARNING CEN|DALLAS ISD|Met Standard|60|48|32|40|28|29|12|12|2016
057905129|S S CONNER EL|DALLAS ISD|Met Standard|60|64|32|42|28|35|12|26|2016
057905130|LEILA P COWART EL|DALLAS ISD|Met Standard|60|70|32|47|28|39|12|28|2016
057905131|IGNACIO ZARAGOZA EL|DALLAS ISD|Met Standard|60|67|32|48|28|38|12|26|2016
057905133|BARBARA JORDAN EL|DALLAS ISD|Met Standard|60|62|32|43|28|38|12|25|2016
057905134|GEORGE BANNERMAN DEALEY MONTESSORI|DALLAS ISD|Met Standard|60|97|32|42|28|60|12|70|2016
057905135|EVERETTE LEE DEGOLYER EL|DALLAS ISD|Met Standard|60|79|32|54|28|42|12|51|2016
057905136|L O DONALD EL|DALLAS ISD|Met Standard|60|77|32|53|28|45|12|35|2016
057905137|JULIUS DORSEY EL|DALLAS ISD|Met Standard|60|82|32|48|28|49|12|44|2016
057905139|PAUL L DUNBAR LEARNING CENTER|DALLAS ISD|Improvement Required|60|50|32|42|28|26|12|11|2016
057905140|AMELIA EARHART LEARNING CENTER|DALLAS ISD|Met Standard|60|57|32|40|28|30|12|15|2016
057905141|JILL STONE EL AT VICKERY MEADOW|DALLAS ISD|Met Standard|60|73|32|52|28|45|12|40|2016
057905142|J N ERVIN EL|DALLAS ISD|Improvement Required|60|51|32|43|28|27|12|14|2016
057905144|TOM W FIELD EL|DALLAS ISD|Met Standard|60|58|32|39|28|31|12|18|2016
057905145|STEPHEN C FOSTER EL|DALLAS ISD|Met Standard|60|73|32|49|28|45|12|36|2016
057905147|CHARLES A GILL EL|DALLAS ISD|Met Standard|60|77|32|49|28|46|12|36|2016
057905148|TOM C GOOCH EL|DALLAS ISD|Met Standard|60|74|32|47|28|44|12|36|2016
057905149|LENORE KIRK HALL EL|DALLAS ISD|Met Standard|60|74|32|54|28|44|12|39|2016
057905152|MARGARET B HENDERSON EL|DALLAS ISD|Met Standard|60|78|32|45|28|52|12|40|2016
057905153|VICTOR H HEXTER EL|DALLAS ISD|Met Standard|60|82|32|42|28|47|12|47|2016
057905154|LARRY G SMITH EL|DALLAS ISD|Met Standard|60|75|32|49|28|43|12|27|2016
057905155|C A TATUM JR EL|DALLAS ISD|Met Standard|60|58|32|41|28|31|12|20|2016
057905156|NATHANIEL HAWTHORNE EL|DALLAS ISD|Met Standard|60|71|32|53|28|42|12|37|2016
057905157|JAMES S HOGG EL|DALLAS ISD|Met Standard|60|63|32|40|28|34|12|19|2016
057905158|LIDA HOOE EL|DALLAS ISD|Met Standard|60|67|32|50|28|41|12|26|2016
057905159|L L HOTCHKISS EL|DALLAS ISD|Met Standard|60|55|32|40|28|28|12|16|2016
057905160|SAM HOUSTON EL|DALLAS ISD|Met Standard|60|82|32|55|28|51|12|43|2016
057905161|JOHN IRELAND EL|DALLAS ISD|Met Standard|60|67|32|44|28|41|12|27|2016
057905162|STONEWALL JACKSON EL|DALLAS ISD|Met Standard|60|91|32|40|28|50|12|64|2016
057905163|ALBERT SIDNEY JOHNSTON EL|DALLAS ISD|Met Standard|60|54|32|45|28|31|12|16|2016
057905164|ANSON JONES EL|DALLAS ISD|Met Standard|60|67|32|51|28|39|12|28|2016
057905166|EDWIN J KIEST EL|DALLAS ISD|Met Standard|60|70|32|47|28|39|12|31|2016
057905167|KLEBERG EL|DALLAS ISD|Met Standard|60|62|32|40|28|35|12|20|2016
057905168|OBADIAH KNIGHT EL|DALLAS ISD|Met Standard|60|79|32|38|28|50|12|39|2016
057905169|ARTHUR KRAMER EL|DALLAS ISD|Met Standard|60|77|32|47|28|44|12|35|2016
057905170|RICHARD LAGOW EL|DALLAS ISD|Met Standard|60|77|32|51|28|46|12|34|2016
057905171|LAKEWOOD EL|DALLAS ISD|Met Standard|60|95|32|51|28|57|12|73|2016
057905172|JIMMIE TYLER BRASHEAR EL|DALLAS ISD|Met Standard|60|80|32|53|28|47|12|41|2016
057905173|SIDNEY LANIER EXPRESSIVE ARTS VANG|DALLAS ISD|Met Standard|60|78|32|45|28|44|12|32|2016
057905174|ROBERT E LEE EL|DALLAS ISD|Met Standard|60|69|32|35|28|37|12|37|2016
057905175|UMPHREY LEE EL|DALLAS ISD|Met Standard|60|62|32|55|28|34|12|29|2016
057905176|JACK LOWE SR EL|DALLAS ISD|Met Standard|60|67|32|52|28|40|12|29|2016
057905177|WILLIAM LIPSCOMB EL|DALLAS ISD|Met Standard|60|69|32|46|28|39|12|32|2016
057905178|H I HOLLAND EL AT LISBON|DALLAS ISD|Met Standard|60|83|32|60|28|49|12|42|2016
057905180|B H MACON EL|DALLAS ISD|Met Standard|60|73|32|49|28|47|12|34|2016
057905181|MAPLE LAWN EL|DALLAS ISD|Met Standard|60|65|32|40|28|37|12|25|2016
057905182|HERBERT MARCUS EL|DALLAS ISD|Met Standard|60|62|32|42|28|38|12|26|2016
057905183|THOMAS L MARSALIS EL|DALLAS ISD|Met Standard|60|72|32|57|28|40|12|28|2016
057905184|BEN MILAM EL|DALLAS ISD|Met Standard|60|79|32|42|28|45|12|40|2016
057905185|WILLIAM B MILLER EL|DALLAS ISD|Met Standard|60|79|32|60|28|46|12|26|2016
057905186|ROGER Q MILLS EL|DALLAS ISD|Met Standard|60|62|32|53|28|34|12|23|2016
057905187|NANCY MOSELEY EL|DALLAS ISD|Met Standard|60|72|32|49|28|42|12|27|2016
057905188|MOUNT AUBURN EL|DALLAS ISD|Met Standard|60|58|32|34|28|31|12|22|2016
057905189|CLARA OLIVER EL|DALLAS ISD|Met Standard|60|62|32|48|28|33|12|27|2016
057905190|GEORGE PEABODY EL|DALLAS ISD|Met Standard|60|74|32|49|28|42|12|25|2016
057905191|ELISHA M PEASE EL|DALLAS ISD|Met Standard|60|51|32|48|28|28|12|16|2016
057905192|JOHN F PEELER EL|DALLAS ISD|Met Standard|60|62|32|41|28|34|12|23|2016
057905193|JOHN J PERSHING EL|DALLAS ISD|Met Standard|60|76|32|46|28|46|12|40|2016
057905194|K B POLK CENTER FOR ACADEMICALLY T|DALLAS ISD|Met Standard|60|72|32|50|28|39|12|38|2016
057905195|PRESTON HOLLOW EL|DALLAS ISD|Met Standard|60|74|32|48|28|44|12|38|2016
057905196|J W RAY LEARNING CENTER|DALLAS ISD|Improvement Required|60|44|32|35|28|27|12|12|2016
057905197|JOHN H REAGAN EL|DALLAS ISD|Met Standard|60|69|32|49|28|40|12|26|2016
057905198|MARTHA TURNER REILLY EL|DALLAS ISD|Met Standard|60|78|32|47|28|49|12|43|2016
057905199|REINHARDT EL|DALLAS ISD|Met Standard|60|75|32|49|28|44|12|36|2016
057905200|JOSEPH J RHOADS LEARNING CENTER|DALLAS ISD|Met Standard|60|55|32|53|28|28|12|18|2016
057905201|CHARLES RICE LEARNING CENTER|DALLAS ISD|Met Standard|60|81|32|55|28|51|12|46|2016
057905202|ORAN M ROBERTS EL|DALLAS ISD|Met Standard|60|63|32|56|28|35|12|19|2016
057905203|DAN D ROGERS EL|DALLAS ISD|Met Standard|60|85|32|57|28|55|12|43|2016
057905204|ROSEMONT EL|DALLAS ISD|Met Standard|60|72|32|36|28|40|12|42|2016
057905205|CLINTON P RUSSELL EL|DALLAS ISD|Met Standard|60|64|32|45|28|32|12|27|2016
